section,date,away,home,status,conviction_pct,away_sp_name,home_sp_name,away_sp_factor,home_sp_factor,f5_away_proj,f5_home_proj,f5_total_proj,f5_pick,f5_win_prob,model_prob,fair_odds_dec,kelly_pct,kelly_advice,status_reason,f5_away,f5_home,f5_total,f5_winner
backfill,2026-03-28,ATH,TOR,,,,,,,,,,,,,,,,,0,1,1,TOR
backfill,2026-03-28,MIN,BAL,,,,,,,,,,,,,,,,,3,1,4,MIN
backfill,2026-03-28,TEX,PHI,,,,,,,,,,,,,,,,,3,0,3,TEX
backfill,2026-03-28,BOS,CIN,,,,,,,,,,,,,,,,,3,5,8,CIN
backfill,2026-03-28,PIT,NYM,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-28,COL,MIA,,,,,,,,,,,,,,,,,3,3,6,PUSH
backfill,2026-03-28,LAA,HOU,,,,,,,,,,,,,,,,,6,3,9,LAA
backfill,2026-03-28,CWS,MIL,,,,,,,,,,,,,,,,,1,4,5,MIL
backfill,2026-03-28,KC,ATL,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-28,NYY,SF,,,,,,,,,,,,,,,,,3,1,4,NYY
backfill,2026-03-28,DET,SD,,,,,,,,,,,,,,,,,0,3,3,SD
backfill,2026-03-28,AZ,LAD,,,,,,,,,,,,,,,,,2,0,2,AZ
backfill,2026-03-28,CLE,SEA,,,,,,,,,,,,,,,,,0,2,2,SEA
backfill,2026-03-27,NYY,SF,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-27,ATH,TOR,,,,,,,,,,,,,,,,,1,2,3,TOR
backfill,2026-03-27,COL,MIA,,,,,,,,,,,,,,,,,1,2,3,MIA
backfill,2026-03-27,KC,ATL,,,,,,,,,,,,,,,,,0,4,4,ATL
backfill,2026-03-27,LAA,HOU,,,,,,,,,,,,,,,,,5,2,7,LAA
backfill,2026-03-27,DET,SD,,,,,,,,,,,,,,,,,0,1,1,SD
backfill,2026-03-27,CLE,SEA,,,,,,,,,,,,,,,,,1,3,4,SEA
backfill,2026-03-27,AZ,LAD,,,,,,,,,,,,,,,,,4,4,8,PUSH
backfill,2026-03-26,PIT,NYM,,,,,,,,,,,,,,,,,4,9,13,NYM
backfill,2026-03-26,CWS,MIL,,,,,,,,,,,,,,,,,1,8,9,MIL
backfill,2026-03-26,WSH,CHC,,,,,,,,,,,,,,,,,7,3,10,WSH
backfill,2026-03-26,MIN,BAL,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-26,BOS,CIN,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-26,LAA,HOU,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-26,DET,SD,,,,,,,,,,,,,,,,,8,0,8,DET
backfill,2026-03-26,TB,STL,,,,,,,,,,,,,,,,,1,1,2,PUSH
backfill,2026-03-26,TEX,PHI,,,,,,,,,,,,,,,,,0,5,5,PHI
backfill,2026-03-26,AZ,LAD,,,,,,,,,,,,,,,,,2,4,6,LAD
backfill,2026-03-26,CLE,SEA,,,,,,,,,,,,,,,,,3,3,6,PUSH
backfill,2026-03-25,NYY,SF,,,,,,,,,,,,,,,,,7,0,7,NYY
backfill,2026-03-24,TB,ATL,,,,,,,,,,,,,,,,,1,3,4,ATL
backfill,2026-03-24,BOS,MIN,,,,,,,,,,,,,,,,,5,9,14,MIN
backfill,2026-03-24,KC,TEX,,,,,,,,,,,,,,,,,0,3,3,TEX
backfill,2026-03-24,NYY,CHC,,,,,,,,,,,,,,,,,5,2,7,NYY
backfill,2026-03-24,DET,COL,,,,,,,,,,,,,,,,,6,6,12,PUSH
backfill,2026-03-24,CLE,AZ,,,,,,,,,,,,,,,,,6,4,10,CLE
backfill,2026-03-24,CIN,MIL,,,,,,,,,,,,,,,,,0,2,2,MIL
backfill,2026-03-24,LAA,LAD,,,,,,,,,,,,,,,,,3,0,3,LAA
backfill,2026-03-24,5434,HOU,,,,,,,,,,,,,,,,,2,2,4,PUSH
backfill,2026-03-24,562,SF,,,,,,,,,,,,,,,,,2,5,7,SF
backfill,2026-03-23,TB,PHI,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-23,BAL,WSH,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-23,MIN,BOS,,,,,,,,,,,,,,,,,6,5,11,MIN
backfill,2026-03-23,ATL,PIT,,,,,,,,,,,,,,,,,3,1,4,ATL
backfill,2026-03-23,CWS,ATH,,,,,,,,,,,,,,,,,7,9,16,ATH
backfill,2026-03-23,NYY,CHC,,,,,,,,,,,,,,,,,2,10,12,CHC
backfill,2026-03-23,SEA,SD,,,,,,,,,,,,,,,,,2,1,3,SEA
backfill,2026-03-23,STL,440,,,,,,,,,,,,,,,,,2,0,2,STL
backfill,2026-03-23,CIN,MIL,,,,,,,,,,,,,,,,,1,7,8,MIL
backfill,2026-03-23,KC,TEX,,,,,,,,,,,,,,,,,0,2,2,TEX
backfill,2026-03-23,DET,COL,,,,,,,,,,,,,,,,,4,4,8,PUSH
backfill,2026-03-23,LAA,LAD,,,,,,,,,,,,,,,,,6,3,9,LAA
backfill,2026-03-23,CLE,AZ,,,,,,,,,,,,,,,,,6,0,6,CLE
backfill,2026-03-23,562,SF,,,,,,,,,,,,,,,,,0,4,4,SF
backfill,2026-03-22,STL,HOU,,,,,,,,,,,,,,,,,1,1,2,PUSH
backfill,2026-03-22,BOS,PIT,,,,,,,,,,,,,,,,,1,2,3,PIT
backfill,2026-03-22,ATL,MIN,,,,,,,,,,,,,,,,,3,5,8,MIN
backfill,2026-03-22,PHI,NYY,,,,,,,,,,,,,,,,,0,4,4,NYY
backfill,2026-03-22,TB,TOR,,,,,,,,,,,,,,,,,0,13,13,TOR
backfill,2026-03-22,NYM,MIA,,,,,,,,,,,,,,,,,3,1,4,NYM
backfill,2026-03-22,WSH,BAL,,,,,,,,,,,,,,,,,0,2,2,BAL
backfill,2026-03-22,CIN,CLE,,,,,,,,,,,,,,,,,1,7,8,CLE
backfill,2026-03-22,MIL,CHC,,,,,,,,,,,,,,,,,0,9,9,CHC
backfill,2026-03-22,ATH,COL,,,,,,,,,,,,,,,,,4,3,7,ATH
backfill,2026-03-22,SF,105,,,,,,,,,,,,,,,,,0,1,1,105
backfill,2026-03-22,SEA,CWS,,,,,,,,,,,,,,,,,2,0,2,SEA
backfill,2026-03-22,LAD,LAA,,,,,,,,,,,,,,,,,10,1,11,LAD
backfill,2026-03-22,AZ,SD,,,,,,,,,,,,,,,,,7,1,8,AZ
backfill,2026-03-21,NYM,WSH,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-21,TOR,PIT,,,,,,,,,,,,,,,,,1,3,4,PIT
backfill,2026-03-21,MIN,TB,,,,,,,,,,,,,,,,,1,1,2,PUSH
backfill,2026-03-21,PHI,BAL,,,,,,,,,,,,,,,,,4,3,7,PHI
backfill,2026-03-21,ATL,BOS,,,,,,,,,,,,,,,,,6,1,7,ATL
backfill,2026-03-21,MIA,STL,,,,,,,,,,,,,,,,,4,5,9,STL
backfill,2026-03-21,NYY,DET,,,,,,,,,,,,,,,,,1,1,2,PUSH
backfill,2026-03-21,HOU,NYM,,,,,,,,,,,,,,,,,3,1,4,HOU
backfill,2026-03-21,ATH,LAD,,,,,,,,,,,,,,,,,4,4,8,PUSH
backfill,2026-03-21,COL,KC,,,,,,,,,,,,,,,,,4,1,5,COL
backfill,2026-03-21,CLE,SF,,,,,,,,,,,,,,,,,1,8,9,SF
backfill,2026-03-21,TEX,AZ,,,,,,,,,,,,,,,,,0,3,3,AZ
backfill,2026-03-21,SD,MIL,,,,,,,,,,,,,,,,,0,3,3,MIL
backfill,2026-03-21,CWS,CIN,,,,,,,,,,,,,,,,,5,7,12,CIN
backfill,2026-03-21,CHC,SEA,,,,,,,,,,,,,,,,,1,1,2,PUSH
backfill,2026-03-20,BOS,TB,,,,,,,,,,,,,,,,,0,1,1,TB
backfill,2026-03-20,TOR,MIN,,,,,,,,,,,,,,,,,2,0,2,TOR
backfill,2026-03-20,DET,PHI,,,,,,,,,,,,,,,,,1,4,5,PHI
backfill,2026-03-20,STL,NYM,,,,,,,,,,,,,,,,,4,0,4,STL
backfill,2026-03-20,CWS,LAA,,,,,,,,,,,,,,,,,0,4,4,LAA
backfill,2026-03-20,PIT,ATL,,,,,,,,,,,,,,,,,1,4,5,ATL
backfill,2026-03-20,MIA,HOU,,,,,,,,,,,,,,,,,3,2,5,MIA
backfill,2026-03-20,BAL,NYY,,,,,,,,,,,,,,,,,0,0,0,PUSH
backfill,2026-03-20,WSH,MIA,,,,,,,,,,,,,,,,,2,3,5,MIA
backfill,2026-03-20,KC,SF,,,,,,,,,,,,,,,,,2,4,6,SF
backfill,2026-03-20,CIN,CHC,,,,,,,,,,,,,,,,,8,1,9,CIN
backfill,2026-03-20,SD,LAD,,,,,,,,,,,,,,,,,0,3,3,LAD
backfill,2026-03-20,SEA,CLE,,,,,,,,,,,,,,,,,18,4,22,SEA
backfill,2026-03-20,SF,TEX,,,,,,,,,,,,,,,,,1,0,1,SF
backfill,2026-03-20,CHC,ATH,,,,,,,,,,,,,,,,,1,4,5,ATH
backfill,2026-03-20,COL,SD,,,,,,,,,,,,,,,,,5,0,5,COL
backfill,2026-03-20,MIL,AZ,,,,,,,,,,,,,,,,,7,6,13,MIL
