section,date,team,opponent,status,conviction_pct,side,opp_sp_name,opp_sp_factor,opp_bp_factor,team_total_proj,pick_3.5,pick_4.5,kelly_line,model_prob,fair_odds_dec,kelly_pct,kelly_advice,status_reason,runs,result_3.5,result_4.5
backfill,2026-03-24,HOU,5434,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-24,562,SF,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-24,SF,562,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-23,TB,PHI,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-23,PHI,TB,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-23,BAL,WSH,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-23,WSH,BAL,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-23,MIN,BOS,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-23,BOS,MIN,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-23,ATL,PIT,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-23,PIT,ATL,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-23,CWS,ATH,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-23,ATH,CWS,,,HOME,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-03-23,NYY,CHC,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-23,CHC,NYY,,,HOME,,,,,,,,,,,,,15,OVER,OVER
backfill,2026-03-23,SEA,SD,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-23,SD,SEA,,,HOME,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-03-23,STL,440,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-23,440,STL,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-23,CIN,MIL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-23,MIL,CIN,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-23,KC,TEX,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-23,TEX,KC,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-23,DET,COL,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-23,COL,DET,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-23,LAA,LAD,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-23,LAD,LAA,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-23,CLE,AZ,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-23,AZ,CLE,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-23,562,SF,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-23,SF,562,,,HOME,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-03-22,STL,HOU,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-22,HOU,STL,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-22,BOS,PIT,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-22,PIT,BOS,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-22,ATL,MIN,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-22,MIN,ATL,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-22,PHI,NYY,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-22,NYY,PHI,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-22,TB,TOR,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-22,TOR,TB,,,HOME,,,,,,,,,,,,,14,OVER,OVER
backfill,2026-03-22,NYM,MIA,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-22,MIA,NYM,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-22,WSH,BAL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-22,BAL,WSH,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-22,CIN,CLE,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-22,CLE,CIN,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-22,MIL,CHC,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-22,CHC,MIL,,,HOME,,,,,,,,,,,,,12,OVER,OVER
backfill,2026-03-22,ATH,COL,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-22,COL,ATH,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-22,SF,105,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-22,105,SF,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-22,SEA,CWS,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-22,CWS,SEA,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-22,LAD,LAA,,,AWAY,,,,,,,,,,,,,13,OVER,OVER
backfill,2026-03-22,LAA,LAD,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-22,AZ,SD,,,AWAY,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-03-22,SD,AZ,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-21,NYM,WSH,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-21,WSH,NYM,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-21,TOR,PIT,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-21,PIT,TOR,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-21,MIN,TB,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-21,TB,MIN,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-21,PHI,BAL,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-21,BAL,PHI,,,HOME,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-03-21,ATL,BOS,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-21,BOS,ATL,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-21,MIA,STL,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-21,STL,MIA,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-21,NYY,DET,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-21,DET,NYY,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-21,HOU,NYM,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-21,NYM,HOU,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-21,ATH,LAD,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-21,LAD,ATH,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-21,COL,KC,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-21,KC,COL,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-21,CLE,SF,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-21,SF,CLE,,,HOME,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-03-21,TEX,AZ,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-21,AZ,TEX,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-21,SD,MIL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-21,MIL,SD,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-21,CWS,CIN,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-21,CIN,CWS,,,HOME,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-03-21,CHC,SEA,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-21,SEA,CHC,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-20,BOS,TB,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-20,TB,BOS,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-20,TOR,MIN,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-20,MIN,TOR,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-20,DET,PHI,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-20,PHI,DET,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-20,STL,NYM,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-20,NYM,STL,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-20,CWS,LAA,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-20,LAA,CWS,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-20,PIT,ATL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-20,ATL,PIT,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-20,MIA,HOU,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-20,HOU,MIA,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-20,BAL,NYY,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-20,NYY,BAL,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-20,WSH,MIA,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-20,MIA,WSH,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-20,KC,SF,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-20,SF,KC,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-20,CIN,CHC,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-20,CHC,CIN,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-20,SD,LAD,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-20,LAD,SD,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-20,SEA,CLE,,,AWAY,,,,,,,,,,,,,20,OVER,OVER
backfill,2026-03-20,CLE,SEA,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-20,SF,TEX,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-20,TEX,SF,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-20,CHC,ATH,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-20,ATH,CHC,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-20,COL,SD,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-20,SD,COL,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-20,MIL,AZ,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-20,AZ,MIL,,,HOME,,,,,,,,,,,,,8,OVER,OVER
