section,date,team,opponent,status,conviction_pct,side,opp_sp_name,opp_sp_factor,opp_bp_factor,team_total_proj,pick_3.5,pick_4.5,kelly_line,model_prob,fair_odds_dec,kelly_pct,kelly_advice,status_reason,runs,result_3.5,result_4.5
backfill,2026-04-05,WSH,LAD,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-05,BAL,PIT,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-05,PIT,BAL,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-05,SD,BOS,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-05,BOS,SD,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-05,MIA,NYY,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-04-05,NYY,MIA,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-05,TB,MIN,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-05,MIN,TB,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-05,TOR,CWS,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-05,CWS,TOR,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-05,MIL,KC,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-05,KC,MIL,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-05,CIN,TEX,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-05,TEX,CIN,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-05,PHI,COL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-05,COL,PHI,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-05,HOU,ATH,,,AWAY,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-04-05,ATH,HOU,,,HOME,,,,,,,,,,,,,12,OVER,OVER
backfill,2026-04-05,NYM,SF,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-05,SF,NYM,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-05,SEA,LAA,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-04-05,LAA,SEA,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-05,ATL,AZ,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-05,AZ,ATL,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-05,STL,DET,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-05,DET,STL,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-04,TOR,CWS,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-04,CWS,TOR,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-04,MIL,KC,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-04,KC,MIL,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-04,MIL,KC,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-04,KC,MIL,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-04,LAD,WSH,,,AWAY,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-04-04,WSH,LAD,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-04,HOU,ATH,,,AWAY,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-04-04,ATH,HOU,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-04,BAL,PIT,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-04,PIT,BAL,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-04,SD,BOS,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-04,BOS,SD,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-04,CIN,TEX,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-04,TEX,CIN,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-04,MIA,NYY,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-04-04,NYY,MIA,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-04-04,TB,MIN,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-04-04,MIN,TB,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-04,ATL,AZ,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-04,AZ,ATL,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-04,PHI,COL,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-04,COL,PHI,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-04,NYM,SF,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-04-04,SF,NYM,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-04,SEA,LAA,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-04,LAA,SEA,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-03,LAD,WSH,,,AWAY,,,,,,,,,,,,,13,OVER,OVER
backfill,2026-04-03,WSH,LAD,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-03,STL,DET,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-03,DET,STL,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-03,MIA,NYY,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-03,NYY,MIA,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-03,SD,BOS,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-03,BOS,SD,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-03,TOR,CWS,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-03,CWS,TOR,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-03,CIN,TEX,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-03,TEX,CIN,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-03,CHC,CLE,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-03,CLE,CHC,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-03,TB,MIN,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-03,MIN,TB,,,HOME,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-04-03,PHI,COL,,,AWAY,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-04-03,COL,PHI,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-03,BAL,PIT,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-03,PIT,BAL,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-03,SEA,LAA,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-03,LAA,SEA,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-03,HOU,ATH,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-03,ATH,HOU,,,HOME,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-04-03,ATL,AZ,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-03,AZ,ATL,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-03,NYM,SF,,,AWAY,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-04-03,SF,NYM,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-02,MIN,KC,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-02,KC,MIN,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-02,ATL,AZ,,,AWAY,,,,,,,,,,,,,17,OVER,OVER
backfill,2026-04-02,AZ,ATL,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-02,NYM,SF,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-02,SF,NYM,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-04-01,ATH,ATL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-01,ATL,ATH,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-01,TEX,BAL,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-01,BAL,TEX,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-01,PIT,CIN,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-01,CIN,PIT,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-01,WSH,PHI,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-01,PHI,WSH,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-01,COL,TOR,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-01,TOR,COL,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-01,CWS,MIA,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-01,MIA,CWS,,,HOME,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-04-01,NYM,STL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-01,STL,NYM,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-01,TB,MIL,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-01,MIL,TB,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-04-01,BOS,HOU,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-01,HOU,BOS,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-01,LAA,CHC,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-04-01,CHC,LAA,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-04-01,DET,AZ,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-04-01,AZ,DET,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-01,SF,SD,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-04-01,SD,SF,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-04-01,NYY,SEA,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-04-01,SEA,NYY,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-04-01,MIN,KC,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-04-01,KC,MIN,,,HOME,,,,,,,,,,,,,13,OVER,OVER
backfill,2026-04-01,CLE,LAD,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-04-01,LAD,CLE,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-31,TEX,BAL,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-31,BAL,TEX,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-31,PIT,CIN,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-31,CIN,PIT,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-31,WSH,PHI,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-31,PHI,WSH,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-31,CWS,MIA,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-31,MIA,CWS,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-31,COL,TOR,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-31,TOR,COL,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-31,ATH,ATL,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-31,ATL,ATH,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-31,LAA,CHC,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-31,CHC,LAA,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-31,TB,MIL,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-31,MIL,TB,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-31,NYM,STL,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-31,STL,NYM,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-31,BOS,HOU,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-31,HOU,BOS,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-31,DET,AZ,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-31,AZ,DET,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-31,SF,SD,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-31,SD,SF,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-31,NYY,SEA,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-31,SEA,NYY,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-31,CLE,LAD,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-31,LAD,CLE,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-30,MIN,KC,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-30,KC,MIN,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-30,TEX,BAL,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-30,BAL,TEX,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-30,PIT,CIN,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-30,CIN,PIT,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-30,WSH,PHI,,,AWAY,,,,,,,,,,,,,13,OVER,OVER
backfill,2026-03-30,PHI,WSH,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-30,CWS,MIA,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-30,MIA,CWS,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-30,COL,TOR,,,AWAY,,,,,,,,,,,,,14,OVER,OVER
backfill,2026-03-30,TOR,COL,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-30,ATH,ATL,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-30,ATL,ATH,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-30,LAA,CHC,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-30,CHC,LAA,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-30,TB,MIL,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-30,MIL,TB,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-30,NYM,STL,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-30,STL,NYM,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-30,BOS,HOU,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-30,HOU,BOS,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-30,SF,SD,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-30,SD,SF,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-30,NYY,SEA,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-30,SEA,NYY,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-30,DET,AZ,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-30,AZ,DET,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-30,CLE,LAD,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-30,LAD,CLE,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-29,MIN,BAL,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-29,BAL,MIN,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-29,TEX,PHI,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-29,PHI,TEX,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-29,KC,ATL,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-29,ATL,KC,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-29,ATH,TOR,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-29,TOR,ATH,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-29,BOS,CIN,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-29,CIN,BOS,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-29,PIT,NYM,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-29,NYM,PIT,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-29,COL,MIA,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-29,MIA,COL,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-29,LAA,HOU,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-29,HOU,LAA,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-29,CWS,MIL,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-29,MIL,CWS,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-29,TB,STL,,,AWAY,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-03-29,STL,TB,,,HOME,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-29,WSH,CHC,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-29,CHC,WSH,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-29,CLE,SEA,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-29,SEA,CLE,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-28,TB,STL,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-28,STL,TB,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-28,WSH,CHC,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-28,CHC,WSH,,,HOME,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-03-28,ATH,TOR,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-28,TOR,ATH,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-28,MIN,BAL,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-28,BAL,MIN,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-28,TEX,PHI,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-28,PHI,TEX,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-28,BOS,CIN,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-28,CIN,BOS,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-28,PIT,NYM,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-28,NYM,PIT,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-28,COL,MIA,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-28,MIA,COL,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-28,LAA,HOU,,,AWAY,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-28,HOU,LAA,,,HOME,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-03-28,CWS,MIL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-28,MIL,CWS,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-28,KC,ATL,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-28,ATL,KC,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-28,NYY,SF,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-28,SF,NYY,,,HOME,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-28,DET,SD,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-28,SD,DET,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-28,AZ,LAD,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-28,LAD,AZ,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-28,CLE,SEA,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-28,SEA,CLE,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-27,NYY,SF,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-27,SF,NYY,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-27,ATH,TOR,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-27,TOR,ATH,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-27,COL,MIA,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-27,MIA,COL,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-27,KC,ATL,,,AWAY,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-27,ATL,KC,,,HOME,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-27,LAA,HOU,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-27,HOU,LAA,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-27,DET,SD,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-27,SD,DET,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-27,CLE,SEA,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-27,SEA,CLE,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-27,AZ,LAD,,,AWAY,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-27,LAD,AZ,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-26,PIT,NYM,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-26,NYM,PIT,,,HOME,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-03-26,CWS,MIL,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-26,MIL,CWS,,,HOME,,,,,,,,,,,,,14,OVER,OVER
backfill,2026-03-26,WSH,CHC,,,AWAY,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-03-26,CHC,WSH,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-26,MIN,BAL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-26,BAL,MIN,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-26,BOS,CIN,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-26,CIN,BOS,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-26,LAA,HOU,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-26,HOU,LAA,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-26,DET,SD,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-26,SD,DET,,,HOME,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-26,TB,STL,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-26,STL,TB,,,HOME,,,,,,,,,,,,,9,OVER,OVER
backfill,2026-03-26,TEX,PHI,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-26,PHI,TEX,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-26,AZ,LAD,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-26,LAD,AZ,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-26,CLE,SEA,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-26,SEA,CLE,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-25,NYY,SF,,,AWAY,,,,,,,,,,,,,7,OVER,OVER
backfill,2026-03-25,SF,NYY,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-24,TB,ATL,,,AWAY,,,,,,,,,,,,,2,UNDER,UNDER
backfill,2026-03-24,ATL,TB,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-24,BOS,MIN,,,AWAY,,,,,,,,,,,,,6,OVER,OVER
backfill,2026-03-24,MIN,BOS,,,HOME,,,,,,,,,,,,,15,OVER,OVER
backfill,2026-03-24,KC,TEX,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-24,TEX,KC,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-24,NYY,CHC,,,AWAY,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-24,CHC,NYY,,,HOME,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-24,DET,COL,,,AWAY,,,,,,,,,,,,,11,OVER,OVER
backfill,2026-03-24,COL,DET,,,HOME,,,,,,,,,,,,,8,OVER,OVER
backfill,2026-03-24,CLE,AZ,,,AWAY,,,,,,,,,,,,,10,OVER,OVER
backfill,2026-03-24,AZ,CLE,,,HOME,,,,,,,,,,,,,5,OVER,OVER
backfill,2026-03-24,CIN,MIL,,,AWAY,,,,,,,,,,,,,1,UNDER,UNDER
backfill,2026-03-24,MIL,CIN,,,HOME,,,,,,,,,,,,,4,OVER,UNDER
backfill,2026-03-24,LAA,LAD,,,AWAY,,,,,,,,,,,,,3,UNDER,UNDER
backfill,2026-03-24,LAD,LAA,,,HOME,,,,,,,,,,,,,0,UNDER,UNDER
backfill,2026-03-24,5434,HOU,,,AWAY,,,,,,,,,,,,,5,OVER,OVER
